repo,doi,pmid,grant_funded,funding_sources,num_linked_grants,num_developer_grants,num_collaborator_grants,developer_project_nums,developer_core_nums,developer_orgs,developer_org_states,developer_agencies,developer_cost_by_currency,developer_cost_usd,all_org_names,all_agencies,total_cost_by_currency,total_cost_usd,earliest_project_start,latest_project_end,note
montilab/hypeR,10.1093/bioinformatics/btz700,31498385,True,NIH,1,0,1,,,,,,,,TRANSLATIONAL GENOMICS RESEARCH INST,NIA,USD:50000,50000.0,2004-09-30T00:00:00,2029-08-31T00:00:00,OK
montilab/pipeliner,10.3389/fgene.2019.00614,31316552,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
moosa-r/rbioapi,10.1093/bioinformatics/btac172,35561170,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
mooreryan/iroki_cli,10.1101/106138,,True,Other,1,1,0,2012-68003-30155,,,,Other,,,,Other,,,,,OK
mooreryan/iroki,10.7717/peerj.8584,32149022,True,NIH,1,0,1,,,,,,,,UNIVERSITY OF DELAWARE,NIGMS,USD:530904,530904.0,2001-09-30T00:00:00,2030-04-30T00:00:00,OK
mortazavilab/PyWGCNA,10.1093/bioinformatics/btad415,37399090,True,NIH,2,1,1,NIH U54,,,,NIH,,,UNIVERSITY OF CALIFORNIA-IRVINE,NIA; NIH,USD:9243388,9243388.0,2017-09-15T00:00:00,2027-08-31T00:00:00,OK
mortazavilab/swan_vis,10.1093/bioinformatics/btaa836,32991665,True,NIH,1,1,0,3UM1HG009443-04S1,UM1HG009443,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,NHGRI,USD:2236823,2236823.0,CALIFORNIA INSTITUTE OF TECHNOLOGY,NHGRI,USD:2236823,2236823.0,2017-02-01T00:00:00,2023-01-31T00:00:00,OK
MoseleyBioinformaticsLab/categoryCompare2,10.3389/fgene.2014.00098,24808906,True,NIH; Other,5,1,4,R21NS080091,,,,NIH,,,UNIVERSITY OF LOUISVILLE,NCRR; NIGMS; Other; NIH,USD:8627107,8627107.0,2001-09-30T00:00:00,2029-04-30T00:00:00,OK
MoseleyBioinformaticsLab/visualizationQualityControl,10.1093/bioinformatics/bt,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
MoseleyBioinformaticsLab/mwtab,10.3390/metabo16010076,41590684,True,NIH; Other,4,3,1,5U24DK141185-03; 1R03LM014928-01; 2020026,U24DK141185; R03LM014928,"UNIVERSITY OF CALIFORNIA, SAN DIEGO; UNIVERSITY OF KENTUCKY",CA; KY,NIDDK; NLM; Other,USD:1200021,1200021.0,"UNIVERSITY OF CALIFORNIA, SAN DIEGO; UNIVERSITY OF KENTUCKY",NIDDK; NLM; NIEHS; Other,USD:1210021,1210021.0,2023-06-10T00:00:00,2029-06-30T00:00:00,OK
mpieva/quicksand,10.1093/molbev/msaf305,41287599,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
mpxv-lineages/lineage-designation,10.1038/s41591-025-03820-6,40731088,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
MRCIEU/gwas2vcfweb,10.1186/s13059-020-02248-0,33441155,True,NIH; Other,10,6,4,MC_UU_00011/4; 208806; 208806/Z/17/Z; 29019; MC_UU_00011; Z/17/Z,,,,Other,,,"ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI; UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",NIA; Other,USD:1476226,1476226.0,2016-07-15T00:00:00,2025-11-30T00:00:00,OK
MRCIEU/opengwas-api,10.1101/2020.08.10.244293,,True,Other,11,11,0,MC_UU_00011/4; MC_UU_00011/1; AA/18/7/34219; C18281/A19169; 209739/Z/17/Z; 208806/Z/17/Z; C18281; MC_UU_00011; C52724/A20138; Z/17/Z; A19169,,,,Other,,,,Other,,,2018-03-31 00:00:00,2023-03-30 00:00:00,OK
MRCIEU/gwas2vcf,10.1186/s13059-020-02248-0,33441155,True,NIH; Other,10,6,4,MC_UU_00011/4; 208806; 208806/Z/17/Z; 29019; MC_UU_00011; Z/17/Z,,,,Other,,,"ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI; UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",NIA; Other,USD:1476226,1476226.0,2016-07-15T00:00:00,2025-11-30T00:00:00,OK
MrOlm/drep,10.1038/ismej.2017.126,28742071,True,NIH; NSF; Other,5,2,3,2R01AI092531-16; Grant No. DGE 1106400,R01AI092531,UNIVERSITY OF CALIFORNIA BERKELEY,CA,NIAID; NSF,USD:447380,447380.0,UNIVERSITY OF CALIFORNIA BERKELEY; University of California-Berkeley,NIAID; NSF; Other,USD:125961707,125961707.0,2010-12-01 00:00:00,2031-06-30T00:00:00,OK
MrOlm/inStrain,10.1038/s41587-020-00797-0,33462508,True,NIH; NSF; Other,3,2,1,DGE 1106400; APSF-2012-10-05,,,,NSF; Other,,,UNIVERSITY OF CALIFORNIA BERKELEY,NIAID; NSF; Other,USD:447380,447380.0,2011-07-15T00:00:00,2031-06-30T00:00:00,OK
ms609/Quartet,10.1093/bioinformatics/btu157,24651968,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
ms609/TreeSearch,10.1093/sysbio/syy083,30535172,True,Other,1,1,0,FP/2007–2013,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
ms609/TreeDist,10.1093/molbev/msw124,27343287,True,Other,1,0,1,,,,,,,,,Other,GBP:1002243,,2013-09-30 00:00:00,2018-07-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
muellan/metacache,10.1093/bioinformatics/btx520,28961782,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Multiomics-Analytics-Group/vuegen,10.1093/bioadv/vbaf149,40626042,True,Other,1,1,0,NNF20CC0035580,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
MultiQC/MultiQC,10.1093/bioinformatics/btw354,27312411,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
murphycj/AGFusion,10.1101/080903,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nanxstats/Rcpi,10.1093/bioinformatics/btu624,25246429,True,Other,3,3,0,2015CB910700; 81402853; No. 81402853,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
natir/yacrd,10.1093/bioinformatics/btaa262,32315402,True,Other,1,0,1,,,,,,,,Centre Île-de-France - Jouy-en-Josas - Antony,Other,EUR:12000000,,2017-01-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
naturalis/wgs2ncbi,10.21105/joss.01364,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
ncbi/amr,10.1038/s41598-021-91456-0,34135355,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
ncbi/elastic-blast,10.1186/s12859-023-05245-9,36967390,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
neherlab/pangraph,10.1099/mgen.0.001034,37278719,True,Other,2,2,0,2919.02; 220422/Z/20/Z,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
Nesvilab/MSFragger,10.1038/s41592-019-0428-x,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
Nesvilab/philosopher,10.1038/s41592-020-0912-y,32669682,True,NIH,2,1,1,5R01GM094231-16,R01GM094231,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,NIGMS,USD:250000,250000.0,UNIVERSITY OF MICHIGAN AT ANN ARBOR,NCI; NIGMS,USD:749874,749874.0,2010-09-27T00:00:00,2027-06-30T00:00:00,OK
neurogenomics/HPOExplorer,10.1101/2023.02.13.23285820,,True,Other,1,0,1,,,,,,,,,Other,GBP:1224262,,2021-02-01 00:00:00,2026-01-31 00:00:00,OK
neurogenomics/orthogene,10.64898/2026.01.17.700094,,True,Other,1,0,1,,,,,,,,,Other,GBP:1224262,,2021-02-01 00:00:00,2026-01-31 00:00:00,OK
nextflow-io/nextflow,10.1038/nbt.3820,28398311,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
nf-core/circrna,10.1186/s12859-022-05125-8,36694127,True,Other,1,0,1,,,,,,,,University of Galway,Other,EUR:17210106,,2019-03-01 00:00:00,2026-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/configs,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/drugresponseeval,10.1101/2025.05.26.655288,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
nf-core/epitopeprediction,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/eager,10.1186/s13059-016-0918-z,27036623,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
nf-core/genomeqc,10.1038/s41587-020-0439-x,32055031,True,Other,5,1,4,815668 (BovReg),,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/funcscan,10.1038/s41587-020-0439-x,32055031,True,Other,5,1,4,398967434–TRR 261,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/mag,10.1093/nargab/lqac007,35118380,True,Other,4,1,3,EXC 2180 - 390900677,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/pairgenomealign,10.1101/2023.05.09.539028,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
nf-core/pangenome,10.1093/bioinformatics/btae609,39400346,True,Other,10,10,0,031A537C; 031A533B; 031A538A; 031A537B; 031A533A; 031A532B; 031A535A; 031A534A; 031A537A; 031A537D,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/phaseimpute,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/proteinfamilies,10.1093/gigascience/giag009,41563008,True,Other,1,1,0,DE-AC02-05CH11231,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/references,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/rnasplice,10.1038/s41587-020-0439-x,32055031,True,Other,5,1,4,815668 (BovReg),,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/sammyseq,10.1038/s41467-020-20048-9,33293552,True,Other,2,1,1,18535,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/sarek,10.1093/nargab/lqae031,38666213,True,Other,3,0,3,,,,,,,,Eberhard Karls Universität Tübingen; Ruprecht-Karls-Universität Heidelberg,Other,EUR:24297108,,2017-01-01 00:00:00,2022-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/spatialvi,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/taxprofiler,10.1101/2023.10.20.563221,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nf-core/tfactivity,10.1093/bioinformatics/btad062,36708003,True,Other,6,1,5,TRR 267,,,,Other,,,Technische Universität München (TUM); Justus-Liebig-Universität Gießen,Other,EUR:6816383,,2019-01-01 00:00:00,2019-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
nf-core/tools,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
ngless-toolkit/ngless,10.1186/s40168-019-0684-8,31159881,True,Other,3,0,3,,,,,,,,"Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC-ID/INESC/IST/ULisboa)",Other,EUR:485000,,2013-07-01 00:00:00,2016-07-03 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
nhejazi/biotmle,10.21105/joss.00295,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nhhaidee/scovtree,10.1038/s41587-020-0439-x,32055031,True,Other,5,0,5,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
nleroy917/optipyzer,10.1101/2023.05.22.541759,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nloyfer/wgbs_tools,10.1186/s12859-023-05163-w,36721080,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Novartis/pisces,10.1101/2020.12.01.390575,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
nselem/corason,10.1101/445270,,True,Other; NIH,6,2,4,863.15.002; 15.002,,,,Other,,,,Other; NIH,,,,,OK
odenas/indexed_ms,10.1101/2021.10.05.463202,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
oist/plessy_pairwiseGenomeComparison,10.1101/gr.278295.123,38621828,True,Other,9,2,7,PID2019-110562GB-I00; PID2022-141627NB-I00,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
OliveiraDS-hub/ChimeraTE,10.1093/nar/gkad671,37615575,True,Other,12,10,2,ANR-14-CE19-0016; CE19-0016; DEP20131128536; H2020-MSCA; H2020-MSCA-IF-2014; 2020/06238-2; ANR-14-CE19-0016-01; 14-CE19-0016; MSCA-IF-2014; 308020/2021-9,,Laboratoire de Biométrie et Biologie Evolutive - UCBL,,Other,EUR:438880,,Laboratoire de Biométrie et Biologie Evolutive; Laboratoire de Biométrie et Biologie Evolutive - UCBL,Other,EUR:1036591,,2014-10-01 00:00:00,,Not in NIH RePORTER (non-NIH funder via local snapshot)
OmarOakheart/nPhase,10.1186/s13059-021-02342-x,33926549,True,NIH; Other,8,5,3,ANR-16-CE12; 16-CE12-0019; ANR-18-CE20-0003-02; ANR-18; 772505,,,,Other,,,UNIVERSITY OF WASHINGTON; Université Pierre et Marie Curie; Oenology Research Unit,NIGMS; Other,EUR:1231653; USD:212391,212391.0,2012-05-07T00:00:00,2022-01-31T00:00:00,OK
OmicsML/dance,10.1186/s13059-024-03211-z,38504331,True,NIH; NSF; Other,18,9,9,IIS2212032; IOS2107215; IIS1845081; IOS2035472; DUE 2234015; W911NF-21-1-; IIS2212144; W911NF-21-1-0198; W911NF,,,,NSF; Other,,,UNIVERSITY OF TX MD ANDERSON CAN CTR; UNIVERSITY OF MICHIGAN AT ANN ARBOR; CALIFORNIA MEDICAL INNOVATIONS INSTITUTE; Michigan State University; University of Southern California,NIDCR; NHLBI; NSF; Other,USD:6069674,6069674.0,2018-09-01T00:00:00,2028-07-31T00:00:00,OK
omnibenchmark/omnibenchmark,10.48550/arXiv.2409.17038,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
OndrejSladky/kmercamel,10.1101/2023.02.01.526717,,True,Other,2,2,0,UNCE/SCI/004; 22-22997S,,,,Other,,,,Other,,,,,OK
open2c/bioframe,10.1093/bioinformatics/btae088,38402507,True,NIH; Other,4,1,3,HG011536,,,,NIH,,,UNIV OF MASSACHUSETTS MED SCH WORCESTER; UNIVERSITY OF SOUTHERN CALIFORNIA,NIDDK; NIGMS; Other; NIH,USD:440391,440391.0,2015-09-30T00:00:00,2026-05-31T00:00:00,OK
open2c/cooler,10.1093/bioinformatics/btz540,31290943,True,NIH,2,0,2,,,,,,,,UNIV OF MASSACHUSETTS MED SCH WORCESTER; HARVARD MEDICAL SCHOOL,NIDDK; NCI,USD:2145902,2145902.0,2015-09-07T00:00:00,2026-08-31T00:00:00,OK
open2c/coolpuppy,10.1093/bioinformatics/btaa073,32003791,True,Other,3,1,2,MR/K017047/1,,,,Other,,,,Other,GBP:1203638,,2019-03-31 00:00:00,2025-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
open2c/pairtools,10.1101/2023.02.13.528389,36824968,True,NIH,2,1,1,3UM1HG011536-04S2,UM1HG011536,UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,NHGRI,USD:150000,150000.0,UNIV OF MASSACHUSETTS MED SCH WORCESTER; UNIVERSITY OF SOUTHERN CALIFORNIA,NHGRI; NIGMS,USD:400000,400000.0,2020-09-18T00:00:00,2026-05-31T00:00:00,OK
OpenGene/AfterQC,10.1186/s12859-017-1469-3,28361673,True,Other,1,0,1,,,,,,,,中国科学院深圳先进技术研究院,Other,CNY:800000,,2014-01-01 00:00:00,2018-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
OpenGene/fastp,10.1002/imt2.70078,41112039,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
OpenGene/fastv,10.1101/2020.05.12.092163,,True,Other,1,1,0,XMHT20190104006,,,,Other,,,,Other,,,,,OK
OpenGene/MutScan,10.1186/s12859-018-2024-6,29357822,True,Other,3,2,1,2015AA043203; 863 Program,,,,Other,,,中国科学院深圳先进技术研究院,Other,CNY:800000,,2014-01-01 00:00:00,2018-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
OpenGene/gencore,10.1186/s12859-019-3280-9,31881822,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
oschwengers/asap,10.1371/journal.pcbi.1007134,32134915,True,Other,19,16,3,SFB1021 Z02 (SFB 1021/2 2017); 8032808811; 031A533B; HA 5225/1-1; SFB-TR84; SFB1021 Z02; KFO309 Z1 (HA 5225/1-1); SFB-TR84 project B08; SFB 1021; TI06.001; FKZ 031A533B; SFB-TR84 project B08 (TRR84/3 2018); KFO309; SFB-TR84 project A04 (TRR84/3 2018); KFO309 Z1 (GO 2037/5-1); TRR84/3 2018,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
oschwengers/referenceseeker,10.21105/joss.01994,,True,Other,12,11,1,8032808811; HA 5225/1-1; SFB-TR84; SFB1021 Z02; SFB-TR84 project B08; SFB 1021; TI06.001; FKZ 031A533B; 8000 701-3; KFO309; TRR84/3 2018,,,,Other,,,,Other,,,,,OK
oschwengers/platon,10.1099/mgen.0.000398,32579097,True,Other,9,9,0,GO 2037/5-1; HA 5225/1-1; 8032808811; 8032808820; 8000 701–3; TI06.001; FKZ 031A533B; SFB 1021/2 2017; TRR84/3 2018,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
oschwengers/bakta,10.1099/mgen.0.000685,34739369,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Oshlack/splatter,10.1186/s13059-017-1305-0,28899397,True,Other,1,1,0,APP1126157,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
owkin/PyDESeq2,10.1093/bioinformatics/btad547,37669147,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
PaccMann/TITAN,10.1093/bioinformatics/btab294,34252922,True,Other,3,0,3,,,,,,,,"Technikon (Austria); THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",Other,EUR:18798738,,2019-01-01 00:00:00,2023-11-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
PapenfussLab/bionix,10.1093/gigascience/giaa121,33205815,True,Other,2,2,0,1116955; 1054618,,Walter and Eliza Hall Institute,,Other,AUD:706370,,Walter and Eliza Hall Institute,Other,AUD:706370,,2017-01-01 00:00:00,2021-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
parashardhapola/scarf,10.1038/s41467-022-32097-3,35941103,True,Other,1,1,0,2019-,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
PathologyDataScience/BCSS,10.1093/bioinformatics/btz083,30726865,True,NIH; Other,2,1,1,U01CA220401,,,,Other,,,EMORY UNIVERSITY,NCI; Other,USD:638631,638631.0,2015-05-01T00:00:00,2021-04-30T00:00:00,OK
pathwayforte/pathway-forte,10.3389/fgene.2019.01203,31824580,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
PathwayAndDataAnalysis/causalpath,10.1016/j.patter.2021.100257,34179843,True,NIH; Other,7,1,6,ACC-APG_RTP W911NF,,,,Other,,,"HARVARD MEDICAL SCHOOL; OREGON HEALTH & SCIENCE UNIVERSITY; UNIVERSITY OF CALIFORNIA, SAN DIEGO; UNIVERSITY OF TX MD ANDERSON CAN CTR",NHGRI; NHLBI; NIGMS; NCI; Other,USD:2523919,2523919.0,1996-08-28T00:00:00,2026-06-30T00:00:00,OK
PathwayMerger/PathMe,10.1186/s12859-019-2863-9,31092193,True,Other,4,2,2,2007-2013; FP7/2007,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
PathwayMerger/PathMe-Viewer,10.1186/s12859-019-2863-9,31092193,True,Other,4,2,2,2007-2013; FP7/2007,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
paulsengroup/hictk,10.1093/bioinformatics/btae408,38913844,True,Other,2,2,0,324137; 343102,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
paulsengroup/hictkpy,10.1093/bioinformatics/btae408,38913844,True,Other,2,0,2,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
paulsengroup/modle,10.1186/s13059-022-02815-7,36451166,True,Other,2,2,0,324137; Sigma2,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
paulsengroup/StripePy,10.1093/bioinformatics/btaf351,40511982,True,Other,2,2,0,324137; 343102,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
paulstothard/cgview_comparison_tool,10.1186/1471-2164-13-202,22621371,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
PavlidisLab/gemma.R,10.1093/database/baab006,33599246,True,NIH,1,1,0,5R01MH111099-20,R01MH111099,UNIVERSITY OF BRITISH COLUMBIA,BC,NIMH,USD:367000,367000.0,UNIVERSITY OF BRITISH COLUMBIA,NIMH,USD:367000,367000.0,2005-08-01T00:00:00,2026-02-28T00:00:00,OK
PavlidisLab/neuroexpresso,10.1523/ENEURO.0212-17.2017,29204516,True,NIH,3,1,2,5R01GM076990-10,R01GM076990,UNIVERSITY OF BRITISH COLUMBIA,BC,NIGMS,USD:224710,224710.0,UNIVERSITY OF BRITISH COLUMBIA; UNIVERSITY OF PITTSBURGH AT PITTSBURGH,NIMH; NIGMS,USD:867480,867480.0,2005-08-01T00:00:00,2026-02-28T00:00:00,OK
PavlidisLab/neuroExpressoAnalysis,10.1523/ENEURO.0212-17.2017,29204516,True,NIH,3,1,2,5R01GM076990-10,R01GM076990,UNIVERSITY OF BRITISH COLUMBIA,BC,NIGMS,USD:224710,224710.0,UNIVERSITY OF BRITISH COLUMBIA; UNIVERSITY OF PITTSBURGH AT PITTSBURGH,NIMH; NIGMS,USD:867480,867480.0,2005-08-01T00:00:00,2026-02-28T00:00:00,OK
PCRuniversum/RDML,10.1093/bioinformatics/btx528,28961912,True,Other,1,1,0,03IPT611X,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
pdimens/harpy,10.1093/bioadv/vbaf133,40575478,True,NSF,1,0,1,,,,,,,,Cornell University,NSF,USD:412592,412592.0,2023-09-01 00:00:00,2026-08-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
PedroMTQ/mantis,10.1093/gigascience/giab042,34076241,True,Other,1,1,0,863664,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
PengNi/deepsignal-plant,10.1038/s41467-021-26278-9,34645826,True,NSF; Other,11,5,6,61732009 and 61828205; U1909208; 61732009; 91953122; 61832019,,,,Other,,,Clemson University,NSF; Other,USD:3414857,3414857.0,2018-06-01 00:00:00,2026-09-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
pensoft/OpenBiodiv,10.1186/s13326-017-0174-5,29347997,True,Other,2,1,1,Horizon 2020,,,,Other,,,,Other,EUR:3874278,,2015-01-01 00:00:00,2018-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
pFindStudio/pLink2,10.1038/s41467-019-11337-z,31363125,True,Other,4,4,0,2016YFA0501300; 31470805; 21475141; 31700727,,中国科学院计算技术研究所,,Other,CNY:1650000,,中国科学院计算技术研究所,Other,CNY:1650000,,2014-01-01 00:00:00,2018-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
pgxcentre/genipe,10.1093/bioinformatics/btw487,27497439,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
pha4ge/hAMRonization,10.1101/2024.03.07.583950,,True,Other,8,0,8,,,,,,,,,Other,GBP:5541653,,2018-03-31 00:00:00,2023-06-12 00:00:00,OK
phac-nml/sistr_cmd,10.1371/journal.pone.0147101,26800248,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
phac-nml/staramr,10.1093/jac/dks261,22782487,True,Other,2,0,2,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
pharmai/plip,10.1093/nar/gkab294,33950214,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
PharmGKB/PharmCAT,10.1002/cpt.928,29194583,True,NIH,5,0,5,,,,,,,,VANDERBILT UNIVERSITY MEDICAL CENTER; VANDERBILT UNIVERSITY; STANFORD UNIVERSITY,NHLBI; NIGMS; NIH,USD:4253095,4253095.0,2000-04-01T00:00:00,2020-02-29T00:00:00,OK
pierrebarbera/epa-ng,10.1093/sysbio/syy054,30165689,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
pirovc/ganon,10.1093/nargab/lqaf094,40677913,True,Other,1,1,0,458163427,,,,Other,EUR:329825,,,Other,EUR:329825,,2021-01-01 00:00:00,2024-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
plantinformatics/pretzel,10.1101/517953,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
pllittle/UNMASC,10.1093/narcan/zcab040,34632388,True,NIH,7,0,7,,,,,,,,UNIV OF NORTH CAROLINA CHAPEL HILL; INTERNATIONAL AGENCY FOR RES ON CANCER; WASHINGTON UNIVERSITY,NCI; NIDCR,USD:7991263,7991263.0,1997-06-01T00:00:00,2027-11-30T00:00:00,OK
PoisonAlien/maftools,10.1101/gr.239244.118,30341162,True,Other,2,2,0,MOE2014-T3-1-006; NMRC/STaR/0021/2014,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
poseidonchan/TAPE,10.1038/s41467-022-34550-9,36347853,True,Other,6,6,0,"4937025, 4937026, 5501517, 5501329; 4937025; 5501329; 5501517; 4937026; AoE/M-403/16",,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
prabhakarlab/Banksy_py,10.1038/s41588-024-01664-3,38413725,True,Other,8,3,5,202D800010; #H18/01/a0/020; I1801E0029,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
prefixcommons/biocontext,10.1371/journal.pone.0015506,21085602,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
